2.02E+13,wrongtime,x,y,team,time
Rishard Matthews,2036.07,28.56,29.84,away,98
Brandon Bolden,2036.07,60.64,5.3,home,98
Logan Ryan,2036.07,40.4,17.89,away,98
Daren Bates,2036.07,54.81,29.1,away,98
Brynden Trawick,2036.07,65.39,33.79,away,98
Walt Aikens,2036.07,39.54,18.93,home,98
David Fluellen,2036.07,60.25,34.74,away,98
Senorise Perry,2036.07,58.66,37.54,home,98
Stephone Anthony,2036.07,51.97,21.39,home,98
A.J. Derby,2036.07,63.89,33.45,home,98
LeShaun Sims,2036.07,58.1,36.66,away,98
Aaron Wallace,2036.07,52.2,27.31,away,98
Tanner McEvoy,2036.07,62.08,25.22,home,98
Kenneth Durden,2036.07,34.49,38.31,away,98
Jonnu Smith,2036.07,68.75,31.62,away,98
Jayon Brown,2036.07,53.17,21.14,away,98
Chase Allen,2036.07,53.61,30.45,home,98
Matt Haack,2036.07,81.32,25.69,home,98
Torry McTyer,2036.07,34.88,39.2,home,98
Jerome Baker,2036.07,56.8,36.89,home,98
Durham Smythe,2036.07,56.73,27.25,home,98
Dane Cruikshank,2036.07,62.07,5.65,away,98
football,2036.07,28.85,30.04,football,98
Rishard Matthews,2036.071,29.03,29.97,away,99
Brandon Bolden,2036.071,59.95,5.9,home,99
Logan Ryan,2036.071,39.77,18.23,away,99
Daren Bates,2036.071,53.97,29.19,away,99
Brynden Trawick,2036.071,64.85,34.19,away,99
Walt Aikens,2036.071,39.01,19.54,home,99
David Fluellen,2036.071,59.78,34.86,away,99
Senorise Perry,2036.071,58.14,38.1,home,99
Stephone Anthony,2036.071,51.15,21.58,home,99
A.J. Derby,2036.071,63.17,33.69,home,99
LeShaun Sims,2036.071,57.57,37.23,away,99
Aaron Wallace,2036.071,51.64,27.73,away,99
Tanner McEvoy,2036.071,61.22,25.41,home,99
Kenneth Durden,2036.071,34.07,38.05,away,99
Jonnu Smith,2036.071,68.05,31.93,away,99
Jayon Brown,2036.071,52.47,21.4,away,99
Chase Allen,2036.071,52.92,30.39,home,99
Matt Haack,2036.071,80.74,25.81,home,99
Torry McTyer,2036.071,34.69,38.97,home,99
Jerome Baker,2036.071,55.95,36.99,home,99
Durham Smythe,2036.071,55.97,27.36,home,99
Dane Cruikshank,2036.071,61.4,6.13,away,99
football,2036.071,29.31,30.18,football,99
Rishard Matthews,2036.072,29.54,30.09,away,100
Brandon Bolden,2036.072,59.29,6.52,home,100
Logan Ryan,2036.072,39.17,18.56,away,100
Daren Bates,2036.072,53.17,29.29,away,100
Brynden Trawick,2036.072,64.3,34.58,away,100
Walt Aikens,2036.072,38.53,20.17,home,100
David Fluellen,2036.072,59.36,34.95,away,100
Senorise Perry,2036.072,57.65,38.65,home,100
Stephone Anthony,2036.072,50.36,21.78,home,100
A.J. Derby,2036.072,62.45,33.9,home,100
LeShaun Sims,2036.072,57.05,37.8,away,100
Aaron Wallace,2036.072,51.13,28.18,away,100
Tanner McEvoy,2036.072,60.37,25.59,home,100
Kenneth Durden,2036.072,33.7,37.79,away,100
Jonnu Smith,2036.072,67.36,32.23,away,100
Jayon Brown,2036.072,51.8,21.69,away,100
Chase Allen,2036.072,52.27,30.35,home,100
Matt Haack,2036.072,80.17,25.93,home,100
Torry McTyer,2036.072,34.58,38.74,home,100
Jerome Baker,2036.072,55.1,37.07,home,100
Durham Smythe,2036.072,55.2,27.47,home,100
Dane Cruikshank,2036.072,60.75,6.63,away,100
football,2036.072,29.8,30.33,football,100
Rishard Matthews,2036.073,30.08,30.22,away,101
Brandon Bolden,2036.073,58.63,7.15,home,101
Logan Ryan,2036.073,38.58,18.84,away,101
Daren Bates,2036.073,52.4,29.39,away,101
Brynden Trawick,2036.073,63.74,34.96,away,101
Walt Aikens,2036.073,38.12,20.82,home,101
David Fluellen,2036.073,58.98,35.01,away,101
Senorise Perry,2036.073,57.19,39.2,home,101
Stephone Anthony,2036.073,49.58,22,home,101
A.J. Derby,2036.073,61.73,34.07,home,101
LeShaun Sims,2036.073,56.56,38.38,away,101
Aaron Wallace,2036.073,50.67,28.64,away,101
Tanner McEvoy,2036.073,59.52,25.77,home,101
Kenneth Durden,2036.073,33.41,37.54,away,101
Jonnu Smith,2036.073,66.66,32.52,away,101
Jayon Brown,2036.073,51.16,22.02,away,101
Chase Allen,2036.073,51.67,30.32,home,101
Matt Haack,2036.073,79.59,26.05,home,101
Torry McTyer,2036.073,34.55,38.51,home,101
Jerome Baker,2036.073,54.28,37.1,home,101
Durham Smythe,2036.073,54.45,27.59,home,101
Dane Cruikshank,2036.073,60.13,7.16,away,101
football,2036.073,30.32,30.48,football,101
Rishard Matthews,2036.074,30.64,30.34,away,102
Brandon Bolden,2036.074,58,7.79,home,102
Logan Ryan,2036.074,38.01,19.07,away,102
Daren Bates,2036.074,51.67,29.49,away,102
Brynden Trawick,2036.074,63.18,35.32,away,102
Walt Aikens,2036.074,37.78,21.49,home,102
David Fluellen,2036.074,58.64,35.03,away,102
Senorise Perry,2036.074,56.76,39.73,home,102
Stephone Anthony,2036.074,48.83,22.26,home,102
A.J. Derby,2036.074,61.04,34.2,home,102
LeShaun Sims,2036.074,56.09,38.96,away,102
Aaron Wallace,2036.074,50.25,29.1,away,102
Tanner McEvoy,2036.074,58.68,25.94,home,102
Kenneth Durden,2036.074,33.19,37.28,away,102
Jonnu Smith,2036.074,65.96,32.8,away,102
Jayon Brown,2036.074,50.56,22.37,away,102
Chase Allen,2036.074,51.12,30.31,home,102
Matt Haack,2036.074,79.01,26.16,home,102
Torry McTyer,2036.074,34.6,38.26,home,102
Jerome Baker,2036.074,53.47,37.09,home,102
Durham Smythe,2036.074,53.71,27.71,home,102
Dane Cruikshank,2036.074,59.52,7.7,away,102
football,2036.074,30.86,30.61,football,102
Rishard Matthews,2036.075,31.23,30.47,away,103
Brandon Bolden,2036.075,57.38,8.43,home,103
Logan Ryan,2036.075,37.46,19.25,away,103
Daren Bates,2036.075,50.99,29.59,away,103
Brynden Trawick,2036.075,62.59,35.65,away,103
Walt Aikens,2036.075,37.5,22.17,home,103
David Fluellen,2036.075,58.33,35.01,away,103
Senorise Perry,2036.075,56.36,40.23,home,103
Stephone Anthony,2036.075,48.1,22.55,home,103
A.J. Derby,2036.075,60.38,34.29,home,103
LeShaun Sims,2036.075,55.65,39.54,away,103
Aaron Wallace,2036.075,49.9,29.57,away,103
Tanner McEvoy,2036.075,57.85,26.1,home,103
Kenneth Durden,2036.075,33.04,37.04,away,103
Jonnu Smith,2036.075,65.26,33.08,away,103
Jayon Brown,2036.075,49.99,22.75,away,103
Chase Allen,2036.075,50.61,30.33,home,103
Matt Haack,2036.075,78.44,26.28,home,103
Torry McTyer,2036.075,34.71,38.01,home,103
Jerome Baker,2036.075,52.69,37.05,home,103
Durham Smythe,2036.075,52.98,27.84,home,103
Dane Cruikshank,2036.075,58.93,8.27,away,103
football,2036.075,31.44,30.75,football,103
Rishard Matthews,2036.076,31.86,30.61,away,104
Brandon Bolden,2036.076,56.79,9.08,home,104
Logan Ryan,2036.076,36.93,19.37,away,104
Daren Bates,2036.076,50.35,29.69,away,104
Brynden Trawick,2036.076,61.99,35.96,away,104
Walt Aikens,2036.076,37.33,22.86,home,104
David Fluellen,2036.076,58.04,34.95,away,104
Senorise Perry,2036.076,56,40.7,home,104
Stephone Anthony,2036.076,47.39,22.87,home,104
A.J. Derby,2036.076,59.76,34.34,home,104
LeShaun Sims,2036.076,55.24,40.12,away,104
Aaron Wallace,2036.076,49.59,30.04,away,104
Tanner McEvoy,2036.076,57.03,26.25,home,104
Kenneth Durden,2036.076,32.96,36.81,away,104
Jonnu Smith,2036.076,64.57,33.36,away,104
Jayon Brown,2036.076,49.45,23.17,away,104
Chase Allen,2036.076,50.15,30.37,home,104
Matt Haack,2036.076,77.87,26.39,home,104
Torry McTyer,2036.076,34.88,37.75,home,104
Jerome Baker,2036.076,51.94,36.98,home,104
Durham Smythe,2036.076,52.27,27.98,home,104
Dane Cruikshank,2036.076,58.36,8.84,away,104
football,2036.076,32.03,30.9,football,104
Rishard Matthews,2036.077,32.49,30.77,away,105
Brandon Bolden,2036.077,56.21,9.73,home,105
Logan Ryan,2036.077,36.42,19.44,away,105
Daren Bates,2036.077,49.77,29.77,away,105
Brynden Trawick,2036.077,61.37,36.23,away,105
Walt Aikens,2036.077,37.21,23.55,home,105
David Fluellen,2036.077,57.75,34.85,away,105
Senorise Perry,2036.077,55.68,41.12,home,105
Stephone Anthony,2036.077,46.73,23.22,home,105
A.J. Derby,2036.077,59.19,34.35,home,105
LeShaun Sims,2036.077,54.88,40.69,away,105
Aaron Wallace,2036.077,49.32,30.5,away,105
Tanner McEvoy,2036.077,56.23,26.41,home,105
Kenneth Durden,2036.077,32.98,36.58,away,105
Jonnu Smith,2036.077,63.87,33.62,away,105
Jayon Brown,2036.077,48.95,23.61,away,105
Chase Allen,2036.077,49.73,30.45,home,105
Matt Haack,2036.077,77.3,26.5,home,105
Torry McTyer,2036.077,35.1,37.46,home,105
Jerome Baker,2036.077,51.22,36.88,home,105
Durham Smythe,2036.077,51.58,28.13,home,105
Dane Cruikshank,2036.077,57.82,9.43,away,105
football,2036.077,32.65,31.06,football,105
Rishard Matthews,2036.078,33.14,30.93,away,106
Brandon Bolden,2036.078,55.66,10.38,home,106
Logan Ryan,2036.078,35.94,19.43,away,106
Daren Bates,2036.078,49.24,29.85,away,106
Brynden Trawick,2036.078,60.74,36.46,away,106
Walt Aikens,2036.078,37.17,24.23,home,106
David Fluellen,2036.078,57.44,34.72,away,106
Senorise Perry,2036.078,55.39,41.5,home,106
Stephone Anthony,2036.078,46.09,23.6,home,106
A.J. Derby,2036.078,58.68,34.33,home,106
LeShaun Sims,2036.078,54.55,41.24,away,106
Aaron Wallace,2036.078,49.08,30.95,away,106
Tanner McEvoy,2036.078,55.45,26.57,home,106
Kenneth Durden,2036.078,33.07,36.37,away,106
Jonnu Smith,2036.078,63.18,33.86,away,106
Jayon Brown,2036.078,48.49,24.07,away,106
Chase Allen,2036.078,49.35,30.54,home,106
Matt Haack,2036.078,76.73,26.63,home,106
Torry McTyer,2036.078,35.38,37.15,home,106
Jerome Baker,2036.078,50.54,36.76,home,106
Durham Smythe,2036.078,50.93,28.3,home,106
Dane Cruikshank,2036.078,57.29,10.03,away,106
football,2036.078,33.28,31.22,football,106
Rishard Matthews,2036.079,33.81,31.08,away,107
Brandon Bolden,2036.079,55.14,11.05,home,107
Logan Ryan,2036.079,35.49,19.36,away,107
Daren Bates,2036.079,48.75,29.93,away,107
Brynden Trawick,2036.079,60.1,36.66,away,107
Walt Aikens,2036.079,37.2,24.91,home,107
David Fluellen,2036.079,57.1,34.57,away,107
Senorise Perry,2036.079,55.14,41.83,home,107
Stephone Anthony,2036.079,45.5,24.02,home,107
A.J. Derby,2036.079,58.21,34.29,home,107
LeShaun Sims,2036.079,54.25,41.76,away,107
Aaron Wallace,2036.079,48.86,31.38,away,107
Tanner McEvoy,2036.079,54.69,26.75,home,107
Kenneth Durden,2036.079,33.24,36.16,away,107
Jonnu Smith,2036.079,62.49,34.09,away,107
Jayon Brown,2036.079,48.06,24.56,away,107
Chase Allen,2036.079,48.99,30.66,home,107
Matt Haack,2036.079,76.17,26.76,home,107
Torry McTyer,2036.079,35.69,36.82,home,107
Jerome Baker,2036.079,49.9,36.62,home,107
Durham Smythe,2036.079,50.32,28.47,home,107
Dane Cruikshank,2036.079,56.78,10.63,away,107
football,2036.079,33.94,31.37,football,107
Rishard Matthews,2036.08,34.49,31.24,away,108
Brandon Bolden,2036.08,54.65,11.74,home,108
Logan Ryan,2036.08,35.06,19.25,away,108
Daren Bates,2036.08,48.29,30.01,away,108
Brynden Trawick,2036.08,59.45,36.82,away,108
Walt Aikens,2036.08,37.33,25.57,home,108
David Fluellen,2036.08,56.75,34.39,away,108
Senorise Perry,2036.08,54.91,42.1,home,108
Stephone Anthony,2036.08,44.96,24.45,home,108
A.J. Derby,2036.08,57.79,34.22,home,108
LeShaun Sims,2036.08,53.98,42.26,away,108
Aaron Wallace,2036.08,48.65,31.79,away,108
Tanner McEvoy,2036.08,53.95,26.94,home,108
Kenneth Durden,2036.08,33.47,35.97,away,108
Jonnu Smith,2036.08,61.82,34.31,away,108
Jayon Brown,2036.08,47.67,25.07,away,108
Chase Allen,2036.08,48.65,30.79,home,108
Matt Haack,2036.08,75.61,26.91,home,108
Torry McTyer,2036.08,36.03,36.47,home,108
Jerome Baker,2036.08,49.29,36.45,home,108
Durham Smythe,2036.08,49.75,28.66,home,108
Dane Cruikshank,2036.08,56.3,11.25,away,108
football,2036.08,34.63,31.51,football,108
Rishard Matthews,2036.081,35.18,31.38,away,109
Brandon Bolden,2036.081,54.18,12.44,home,109
Logan Ryan,2036.081,34.67,19.09,away,109
Daren Bates,2036.081,47.87,30.09,away,109
Brynden Trawick,2036.081,58.78,36.93,away,109
Walt Aikens,2036.081,37.52,26.23,home,109
David Fluellen,2036.081,56.37,34.2,away,109
Senorise Perry,2036.081,54.7,42.31,home,109
Stephone Anthony,2036.081,44.46,24.91,home,109
A.J. Derby,2036.081,57.41,34.14,home,109
LeShaun Sims,2036.081,53.76,42.73,away,109
Aaron Wallace,2036.081,48.47,32.18,away,109
Tanner McEvoy,2036.081,53.25,27.14,home,109
Kenneth Durden,2036.081,33.75,35.8,away,109
Jonnu Smith,2036.081,61.15,34.52,away,109
Jayon Brown,2036.081,47.31,25.6,away,109
Chase Allen,2036.081,48.32,30.91,home,109
Matt Haack,2036.081,75.07,27.07,home,109
Torry McTyer,2036.081,36.4,36.1,home,109
Jerome Baker,2036.081,48.73,36.26,home,109
Durham Smythe,2036.081,49.23,28.87,home,109
Dane Cruikshank,2036.081,55.84,11.87,away,109
football,2036.081,35.32,31.63,football,109
Rishard Matthews,2036.082,35.87,31.51,away,110
Brandon Bolden,2036.082,53.74,13.14,home,110
Logan Ryan,2036.082,34.32,18.88,away,110
Daren Bates,2036.082,47.49,30.18,away,110
Brynden Trawick,2036.082,58.12,37,away,110
Walt Aikens,2036.082,37.77,26.87,home,110
David Fluellen,2036.082,55.97,34,away,110
Senorise Perry,2036.082,54.51,42.46,home,110
Stephone Anthony,2036.082,44.01,25.38,home,110
A.J. Derby,2036.082,57.07,34.06,home,110
LeShaun Sims,2036.082,53.57,43.15,away,110
Aaron Wallace,2036.082,48.27,32.53,away,110
Tanner McEvoy,2036.082,52.58,27.36,home,110
Kenneth Durden,2036.082,34.1,35.63,away,110
Jonnu Smith,2036.082,60.48,34.72,away,110
Jayon Brown,2036.082,46.99,26.14,away,110
Chase Allen,2036.082,48.02,31.02,home,110
Matt Haack,2036.082,74.54,27.25,home,110
Torry McTyer,2036.082,36.79,35.71,home,110
Jerome Baker,2036.082,48.22,36.05,home,110
Durham Smythe,2036.082,48.75,29.09,home,110
Dane Cruikshank,2036.082,55.41,12.51,away,110
football,2036.082,36.02,31.73,football,110
Rishard Matthews,2036.083,36.57,31.58,away,111
Brandon Bolden,2036.083,53.32,13.85,home,111
Logan Ryan,2036.083,34,18.63,away,111
Daren Bates,2036.083,47.13,30.28,away,111
Brynden Trawick,2036.083,57.45,37.04,away,111
Walt Aikens,2036.083,38.07,27.5,home,111
David Fluellen,2036.083,55.57,33.82,away,111
Senorise Perry,2036.083,54.32,42.56,home,111
Stephone Anthony,2036.083,43.62,25.87,home,111
A.J. Derby,2036.083,56.76,33.99,home,111
LeShaun Sims,2036.083,53.41,43.54,away,111
Aaron Wallace,2036.083,48.06,32.85,away,111
Tanner McEvoy,2036.083,51.95,27.58,home,111
Kenneth Durden,2036.083,34.48,35.48,away,111
Jonnu Smith,2036.083,59.83,34.9,away,111
Jayon Brown,2036.083,46.7,26.68,away,111
Chase Allen,2036.083,47.73,31.13,home,111
Matt Haack,2036.083,74.02,27.45,home,111
Torry McTyer,2036.083,37.2,35.3,home,111
Jerome Baker,2036.083,47.76,35.81,home,111
Durham Smythe,2036.083,48.33,29.32,home,111
Dane Cruikshank,2036.083,54.99,13.16,away,111
football,2036.083,36.75,31.81,football,111
Rishard Matthews,2036.084,37.28,31.64,away,112
Brandon Bolden,2036.084,52.94,14.55,home,112
Logan Ryan,2036.084,33.73,18.36,away,112
Daren Bates,2036.084,46.81,30.39,away,112
Brynden Trawick,2036.084,56.79,37.04,away,112
Walt Aikens,2036.084,38.43,28.11,home,112
David Fluellen,2036.084,55.18,33.64,away,112
Senorise Perry,2036.084,54.14,42.59,home,112
Stephone Anthony,2036.084,43.28,26.37,home,112
A.J. Derby,2036.084,56.47,33.94,home,112
LeShaun Sims,2036.084,53.29,43.89,away,112
Aaron Wallace,2036.084,47.84,33.1,away,112
Tanner McEvoy,2036.084,51.35,27.8,home,112
Kenneth Durden,2036.084,34.89,35.34,away,112
Jonnu Smith,2036.084,59.19,35.08,away,112
Jayon Brown,2036.084,46.46,27.22,away,112
Chase Allen,2036.084,47.46,31.2,home,112
Matt Haack,2036.084,73.52,27.66,home,112
Torry McTyer,2036.084,37.63,34.89,home,112
Jerome Baker,2036.084,47.35,35.55,home,112
Durham Smythe,2036.084,47.96,29.55,home,112
Dane Cruikshank,2036.084,54.6,13.82,away,112
football,2036.084,37.47,31.86,football,112
Rishard Matthews,2036.085,37.98,31.7,away,113
Brandon Bolden,2036.085,52.57,15.25,home,113
Logan Ryan,2036.085,33.51,18.05,away,113
Daren Bates,2036.085,46.52,30.51,away,113
Brynden Trawick,2036.085,56.14,36.99,away,113
Walt Aikens,2036.085,38.98,28.83,home,113
David Fluellen,2036.085,54.8,33.5,away,113
Senorise Perry,2036.085,53.96,42.57,home,113
Stephone Anthony,2036.085,42.98,26.88,home,113
A.J. Derby,2036.085,56.22,33.89,home,113
LeShaun Sims,2036.085,53.19,44.19,away,113
Aaron Wallace,2036.085,47.6,33.3,away,113
Tanner McEvoy,2036.085,50.78,28.02,home,113
Kenneth Durden,2036.085,35.33,35.21,away,113
Jonnu Smith,2036.085,58.56,35.24,away,113
Jayon Brown,2036.085,46.24,27.76,away,113
Chase Allen,2036.085,47.21,31.25,home,113
Matt Haack,2036.085,73.04,27.88,home,113
Torry McTyer,2036.085,38.09,34.48,home,113
Jerome Baker,2036.085,46.98,35.26,home,113
Durham Smythe,2036.085,47.63,29.76,home,113
Dane Cruikshank,2036.085,54.23,14.48,away,113
football,2036.085,38.28,31.9,football,113
Rishard Matthews,2036.086,38.66,31.75,away,114
Brandon Bolden,2036.086,52.23,15.95,home,114
Logan Ryan,2036.086,33.34,17.73,away,114
Daren Bates,2036.086,46.27,30.63,away,114
Brynden Trawick,2036.086,55.5,36.91,away,114
Walt Aikens,2036.086,39.41,29.4,home,114
David Fluellen,2036.086,54.45,33.36,away,114
Senorise Perry,2036.086,53.77,42.51,home,114
Stephone Anthony,2036.086,42.73,27.4,home,114
A.J. Derby,2036.086,55.97,33.85,home,114
LeShaun Sims,2036.086,53.11,44.44,away,114
Aaron Wallace,2036.086,47.36,33.44,away,114
Tanner McEvoy,2036.086,50.24,28.21,home,114
Kenneth Durden,2036.086,35.79,35.09,away,114
Jonnu Smith,2036.086,57.94,35.39,away,114
Jayon Brown,2036.086,46.07,28.29,away,114
Chase Allen,2036.086,46.98,31.28,home,114
Matt Haack,2036.086,72.58,28.1,home,114
Torry McTyer,2036.086,38.56,34.06,home,114
Jerome Baker,2036.086,46.65,34.97,home,114
Durham Smythe,2036.086,47.35,29.94,home,114
Dane Cruikshank,2036.086,53.89,15.15,away,114
football,2036.086,39,31.93,football,114
Rishard Matthews,2036.087,39.34,31.78,away,115
Brandon Bolden,2036.087,51.91,16.65,home,115
Logan Ryan,2036.087,33.22,17.4,away,115
Daren Bates,2036.087,46.06,30.74,away,115
Brynden Trawick,2036.087,54.88,36.8,away,115
Walt Aikens,2036.087,39.85,29.94,home,115
David Fluellen,2036.087,54.12,33.23,away,115
Senorise Perry,2036.087,53.58,42.39,home,115
Stephone Anthony,2036.087,42.55,27.94,home,115
A.J. Derby,2036.087,55.74,33.82,home,115
LeShaun Sims,2036.087,53.06,44.66,away,115
Aaron Wallace,2036.087,47.11,33.5,away,115
Tanner McEvoy,2036.087,49.72,28.38,home,115
Kenneth Durden,2036.087,36.25,34.96,away,115
Jonnu Smith,2036.087,57.34,35.53,away,115
Jayon Brown,2036.087,45.94,28.78,away,115
Chase Allen,2036.087,46.79,31.28,home,115
Matt Haack,2036.087,72.13,28.31,home,115
Torry McTyer,2036.087,39.03,33.65,home,115
Jerome Baker,2036.087,46.35,34.69,home,115
Durham Smythe,2036.087,47.11,30.08,home,115
Dane Cruikshank,2036.087,53.57,15.83,away,115
football,2036.087,39.64,32.04,football,115
Rishard Matthews,2036.088,39.94,31.85,away,116
Brandon Bolden,2036.088,51.6,17.34,home,116
Logan Ryan,2036.088,33.14,17.07,away,116
Daren Bates,2036.088,45.87,30.86,away,116
Brynden Trawick,2036.088,54.29,36.66,away,116
Walt Aikens,2036.088,40.34,30.29,home,116
David Fluellen,2036.088,53.84,33.13,away,116
Senorise Perry,2036.088,53.38,42.22,home,116
Stephone Anthony,2036.088,42.41,28.48,home,116
A.J. Derby,2036.088,55.51,33.79,home,116
LeShaun Sims,2036.088,53.02,44.83,away,116
Aaron Wallace,2036.088,46.84,33.51,away,116
Tanner McEvoy,2036.088,49.22,28.52,home,116
Kenneth Durden,2036.088,36.71,34.83,away,116
Jonnu Smith,2036.088,56.74,35.65,away,116
Jayon Brown,2036.088,45.85,29.23,away,116
Chase Allen,2036.088,46.64,31.25,home,116
Matt Haack,2036.088,71.69,28.51,home,116
Torry McTyer,2036.088,39.51,33.25,home,116
Jerome Baker,2036.088,46.08,34.43,home,116
Durham Smythe,2036.088,46.9,30.19,home,116
Dane Cruikshank,2036.088,53.26,16.5,away,116
football,2036.088,40.29,32.11,football,116
Rishard Matthews,2036.089,40.54,31.91,away,117
Brandon Bolden,2036.089,51.31,18.02,home,117
Logan Ryan,2036.089,33.09,16.75,away,117
Daren Bates,2036.089,45.72,30.96,away,117
Brynden Trawick,2036.089,53.74,36.49,away,117
Walt Aikens,2036.089,40.9,30.64,home,117
David Fluellen,2036.089,53.6,33.04,away,117
Senorise Perry,2036.089,53.18,42.01,home,117
Stephone Anthony,2036.089,42.31,29.03,home,117
A.J. Derby,2036.089,55.28,33.74,home,117
LeShaun Sims,2036.089,52.99,44.97,away,117
Aaron Wallace,2036.089,46.59,33.43,away,117
Tanner McEvoy,2036.089,48.74,28.62,home,117
Kenneth Durden,2036.089,37.16,34.68,away,117
Jonnu Smith,2036.089,56.16,35.74,away,117
Jayon Brown,2036.089,45.79,29.61,away,117
Chase Allen,2036.089,46.52,31.21,home,117
Matt Haack,2036.089,71.27,28.68,home,117
Torry McTyer,2036.089,39.99,32.88,home,117
Jerome Baker,2036.089,45.8,34.12,home,117
Durham Smythe,2036.089,46.72,30.26,home,117
Dane Cruikshank,2036.089,52.98,17.18,away,117
football,2036.089,40.93,32.17,football,117
Rishard Matthews,2036.09,41.23,32.02,away,118
Brandon Bolden,2036.09,51.03,18.71,home,118
Logan Ryan,2036.09,33.09,16.44,away,118
Daren Bates,2036.09,45.59,31.05,away,118
Brynden Trawick,2036.09,53.21,36.29,away,118
Walt Aikens,2036.09,41.24,30.84,home,118
David Fluellen,2036.09,53.4,32.97,away,118
Senorise Perry,2036.09,52.99,41.77,home,118
Stephone Anthony,2036.09,42.27,29.65,home,118
A.J. Derby,2036.09,55.06,33.68,home,118
LeShaun Sims,2036.09,52.96,45.08,away,118
Aaron Wallace,2036.09,46.35,33.31,away,118
Tanner McEvoy,2036.09,48.27,28.67,home,118
Kenneth Durden,2036.09,37.6,34.52,away,118
Jonnu Smith,2036.09,55.59,35.8,away,118
Jayon Brown,2036.09,45.76,29.89,away,118
Chase Allen,2036.09,46.44,31.18,home,118
Matt Haack,2036.09,70.85,28.81,home,118
Torry McTyer,2036.09,40.45,32.56,home,118
Jerome Baker,2036.09,45.58,33.87,home,118
Durham Smythe,2036.09,46.57,30.28,home,118
Dane Cruikshank,2036.09,52.71,17.85,away,118
football,2036.09,41.46,32.25,football,118
Rishard Matthews,2036.091,41.79,32.09,away,119
Brandon Bolden,2036.091,50.76,19.39,home,119
Logan Ryan,2036.091,33.12,16.15,away,119
Daren Bates,2036.091,45.5,31.12,away,119
Brynden Trawick,2036.091,52.71,36.07,away,119
Walt Aikens,2036.091,41.61,31.05,home,119
David Fluellen,2036.091,53.27,32.89,away,119
Senorise Perry,2036.091,52.78,41.49,home,119
Stephone Anthony,2036.091,42.25,30.2,home,119
A.J. Derby,2036.091,54.85,33.6,home,119
LeShaun Sims,2036.091,52.93,45.15,away,119
Aaron Wallace,2036.091,46.12,33.14,away,119
Tanner McEvoy,2036.091,47.8,28.7,home,119
Kenneth Durden,2036.091,38.01,34.35,away,119
Jonnu Smith,2036.091,55.03,35.84,away,119
Jayon Brown,2036.091,45.75,30.12,away,119
Chase Allen,2036.091,46.41,31.13,home,119
Matt Haack,2036.091,70.45,28.91,home,119
Torry McTyer,2036.091,40.87,32.32,home,119
Jerome Baker,2036.091,45.36,33.6,home,119
Durham Smythe,2036.091,46.45,30.27,home,119
Dane Cruikshank,2036.091,52.46,18.52,away,119
football,2036.091,41.91,32.4,football,119
Rishard Matthews,2036.092,42.23,32.16,away,120
Brandon Bolden,2036.092,50.52,20.06,home,120
Logan Ryan,2036.092,33.17,15.87,away,120
Daren Bates,2036.092,45.44,31.16,away,120
Brynden Trawick,2036.092,52.24,35.84,away,120
Walt Aikens,2036.092,42.03,31.27,home,120
David Fluellen,2036.092,53.15,32.84,away,120
Senorise Perry,2036.092,52.58,41.19,home,120
Stephone Anthony,2036.092,42.31,30.69,home,120
A.J. Derby,2036.092,54.64,33.52,home,120
LeShaun Sims,2036.092,52.9,45.2,away,120
Aaron Wallace,2036.092,45.89,32.94,away,120
Tanner McEvoy,2036.092,47.35,28.71,home,120
Kenneth Durden,2036.092,38.41,34.17,away,120
Jonnu Smith,2036.092,54.49,35.84,away,120
Jayon Brown,2036.092,45.75,30.29,away,120
Chase Allen,2036.092,46.41,31.1,home,120
Matt Haack,2036.092,70.05,28.97,home,120
Torry McTyer,2036.092,41.29,32.11,home,120
Jerome Baker,2036.092,45.13,33.31,home,120
Durham Smythe,2036.092,46.33,30.24,home,120
Dane Cruikshank,2036.092,52.22,19.18,away,120
football,2036.092,42.39,32.54,football,120
Rishard Matthews,2036.093,42.76,32.28,away,121
Brandon Bolden,2036.093,50.28,20.73,home,121
Logan Ryan,2036.093,33.25,15.6,away,121
Daren Bates,2036.093,45.42,31.15,away,121
Brynden Trawick,2036.093,51.8,35.61,away,121
Walt Aikens,2036.093,42.34,31.43,home,121
David Fluellen,2036.093,53.08,32.79,away,121
Senorise Perry,2036.093,52.37,40.87,home,121
Stephone Anthony,2036.093,42.38,31.23,home,121
A.J. Derby,2036.093,54.44,33.41,home,121
LeShaun Sims,2036.093,52.87,45.24,away,121
Aaron Wallace,2036.093,45.68,32.72,away,121
Tanner McEvoy,2036.093,46.9,28.7,home,121
Kenneth Durden,2036.093,38.78,33.97,away,121
Jonnu Smith,2036.093,53.95,35.81,away,121
Jayon Brown,2036.093,45.76,30.39,away,121
Chase Allen,2036.093,46.45,31.09,home,121
Matt Haack,2036.093,69.66,28.99,home,121
Torry McTyer,2036.093,41.67,31.94,home,121
Jerome Baker,2036.093,44.93,33.05,home,121
Durham Smythe,2036.093,46.23,30.18,home,121
Dane Cruikshank,2036.093,51.99,19.83,away,121
football,2036.093,42.84,32.67,football,121
Rishard Matthews,2036.094,43.23,32.42,away,122
Brandon Bolden,2036.094,50.06,21.38,home,122
Logan Ryan,2036.094,33.34,15.35,away,122
Daren Bates,2036.094,45.43,31.12,away,122
Brynden Trawick,2036.094,51.39,35.39,away,122
